GDPchange,FBgdp,GDPcapita,CABgdp,DEBTgdp,GOVeff,inflation,openness,rating
9.7,-3.3,3376,-10.8,50.6,-0.38,3,82.9,4
12.6,-5.1,4081,-15.5,51.8,-0.35,2.2,85.4,4
5.7,-7.4,3796,-15.3,55.3,-0.24,3.7,82.3,4
7.9,-4.2,3731,-11.3,53.9,-0.27,3.3,84.8,4
5.6,-3.5,4044,-12.2,55.2,-0.2,1.7,90,4
26.6,5.3,4324,9,27.5,-1.12,15.3,105.3,4
29,10.2,5307,12.6,21,-1.15,11.4,107.5,5
20.3,0.5,3410,6.3,138,-0.01,3.7,40.6,1
19.1,2.6,3994,2.1,124.9,-0.02,6.1,44.1,1
18.8,1.8,4736,3,70.2,-0.09,12.3,44.3,2
23,1.8,5491,3.6,63.8,-0.03,9.8,44,2
24.1,1.1,6667,2.8,55.1,-0.03,8.5,45,2
27.1,1.4,8271,2.2,44.4,-0.12,7.2,45.1,2
10.9,-0.6,7707,3.6,47.7,-0.35,7.7,37.4,2
25.9,0.2,9162,0.4,44.4,-0.21,10.9,40.1,2
27.7,-1.7,10994,-0.4,39.9,-0.16,9.5,41.4,2
18.4,-1.3,2080,-1.8,18.7,-0.21,5.2,62.6,6
18.6,-1.5,2995,-6.4,16.1,-0.35,6.6,58.3,6
13.3,-0.7,3787,-11.9,16.4,-0.16,5.2,55.7,6
-12,-7.5,2803,-15.8,40.4,0,6.5,58.5,6
10.1,-5,2995,-14.8,39.9,-0.15,9.5,66.1,6
9.2,-2.8,3271,-11,42.2,-0.09,4.7,71.1,6
5.8,0.9,26964,-5.3,14.1,1.81,2.4,37.5,17
7.6,1.2,32533,-6.1,12.3,2.04,2.5,37.9,17
7.9,1.5,35969,-5.7,11.6,1.77,2.8,39.4,17
7.8,2,37666,-5.3,10.3,1.76,3.3,41.6,17
9,1.6,44942,-6.2,9.6,1.82,2.9,40.6,17
9.2,1.4,48364,-4.4,9.8,1.78,3.7,45.6,17
1.5,-3.4,44831,-4.3,14,1.75,2.1,40.2,17
8.4,-5.5,56416,-2.9,19.1,1.81,2.8,40.7,17
6.5,-4.7,66768,-2.2,22.1,1.74,3,42,17
2,-1.5,31330,1.7,65.3,2.02,1.2,93,17
4.3,-4.4,35710,2.2,64.7,1.91,2.9,99.2,17
4.5,-1.7,37102,2.2,64.2,1.72,1.6,103.7,17
5.6,-1.5,39336,2.8,62.3,1.82,1.4,107.7,17
5.8,-0.9,45246,3.5,60.2,1.86,3.6,112.1,17
3.2,-0.9,49875,4.9,63.8,1.77,1.3,112.8,17
-2.3,-4.1,45994,2.7,69.2,1.72,1,95.6,17
3.7,-4.5,45293,3.4,72,1.88,2.3,104,17
5,-2.5,49682,1.4,72.5,1.66,3.2,111.3,17
49.7,0.5,2473,17.7,10.2,-0.67,11.4,105.3,7
51.3,-0.2,3851,27.3,8.6,-0.76,19.5,96.6,7
41.5,0.2,5574,33.7,6.9,-0.75,15.4,89.2,7
-11.3,-0.7,4950,23,11.8,-0.68,0.7,74.7,7
19.3,-0.9,5843,28.4,11.1,-0.83,7.9,75,7
22.6,0.6,7190,26,9.9,-0.79,5.6,80.5,7
-0.1,-2.6,22417,-6.8,27.9,1.19,2.1,81.4,11
2.1,-2.3,22522,-4.3,29.6,1.14,1.9,87.1,11
8.6,-2.2,24157,-9.1,29,1.17,1.8,93.2,11
3.4,-1.8,24585,-17.6,30,1.14,2.2,100.1,11
4.4,-2.2,25286,-15.8,31.7,1.1,2.9,100.7,11
-0.9,-1.6,24691,-14.8,33.5,1.15,4.5,100.1,11
-6.4,-4.5,22832,-10.5,43,1,1.6,88.8,11
0.7,-5.2,22657,-10.5,47.9,1.07,1.5,92.4,11
0.2,-2.1,22442,-14,48.9,0.96,3.2,101.9,11
14.8,-2,12747,2.1,36.9,0.46,1.7,145.5,10
15.3,0.3,13637,4.2,34.4,0.59,2.2,164.7,10
19.8,3.5,15140,11,28.7,0.4,2.6,176,10
17.8,2.7,16501,13.8,23.6,0.4,2,171.7,11
16.5,1.9,17770,15.7,19.2,0.42,3.3,162.1,12
19.9,4.9,20069,10.2,14.6,0.41,3.5,169.3,12
-12.9,-6.6,16367,2.9,25.4,0.6,2.8,140.3,12
11.4,-7,17491,3.6,35.5,0.59,2,144.1,11
20.4,-1.7,21645,12.6,36.5,0.65,-0.4,142.4,10
12.9,-3.2,675,3.2,39.3,-0.84,8.7,43.4,5
14.7,-4.2,744,-2,39.1,-0.85,10.2,54.5,5
4.2,-2.2,12061,-5.5,48.5,1.3,0.3,89.1,9
7.7,-2.1,12943,-10.3,47.6,1.09,4.3,90.7,9
11.8,-2.3,14421,-10.6,49.5,1.26,7.3,95.4,9
7.4,-2.8,15485,-8.4,50.7,1.48,5.7,97,9
6.8,-3.3,16482,-5.6,51.7,1.34,4.8,95,9
-3.1,-5.3,15969,-11.2,55.7,1.59,7.2,104.1,9
1.2,-7.9,16105,-7.1,66,1.5,4.3,88.7,8
-3.4,-9,15550,-6.1,75.1,1.41,6.6,96.6,8
1.7,-4.7,15763,-11.5,80.1,1.46,9.5,101.5,8
22.6,0.4,4736,-6.7,18.3,-1.13,12,128.2,4
33.6,-2,6376,-8.2,21.7,-1.13,13.4,129.6,4
5.9,-0.7,5176,-12.5,34.9,-1.15,9.9,112.3,4
19.7,-1.8,5819,-15,42,-1.13,10,122.2,4
80.7,2.8,6306,-8.4,43.4,-1.09,108.7,163.3,2
2.8,-0.2,30098,3.4,98.4,1.96,1.7,142.5,16
5.5,-0.2,34753,3.2,94,1.92,2.3,147,16
4.2,-2.6,36046,2,92,1.74,2.9,153.4,16
5.1,0.3,37954,1.9,88,1.71,1.6,157.7,16
5.3,-0.1,43318,1.9,84,1.61,3.1,161.2,16
3.1,-1.1,47561,-1.3,89.2,1.38,2.6,169,16
-1.6,-5.6,43972,-1.4,95.7,1.59,0.3,142.9,16
4.5,-3.9,43360,1.9,95.6,1.59,3.1,157.6,16
3.9,-3.9,46721,-1.1,97.8,1.67,3.5,167.4,14
6,-8,3611,-18.7,77.3,-0.19,2.3,119.4,5
6.9,-9.5,3738,-14.7,90.2,-0.36,3.1,109.2,3
5.2,-0.6,4099,-4.1,84,-0.5,4.1,121.6,1
6.8,0.4,4233,-10.6,79,-0.53,4.4,131.7,1
-1.1,-1.6,4049,-6.1,81.6,-0.47,-0.4,112,2
3.7,-1.7,4057,-3.3,80.7,-0.44,0,117.2,2
3.5,-1.1,4059,-2.2,79.2,-0.36,2.5,130.7,2
6.3,-0.2,66453,4.3,3.8,1.04,3.2,63.4,16
7.1,-0.5,70848,6.7,3.9,1.06,3.8,65.2,16
8.6,-0.6,76543,9.3,4.6,0.99,2.5,62.1,16
11.2,-1.4,84863,21.8,4.7,0.99,3.4,66.9,16
8.9,-2.2,92110,20.6,5.9,0.98,3.6,66.4,16
3.6,-3.8,95170,14.9,9.2,1.01,4.9,60.4,16
-5,-4.2,90161,10.6,14.2,1.01,1,58,15
-0.7,-3.9,89739,12.6,18.9,1,2.7,59,15
-3.6,-3.7,85891,10.7,24.3,0.99,2.9,59.9,15
9.2,-7.7,917,1,74,-0.28,4,51.9,2
12.4,-5.7,977,3.7,89.6,-0.55,4.7,57.5,2
10.6,-2.3,1044,5.9,80.4,-0.68,5,67.6,2
19,3.5,1230,11.3,55.3,-0.67,3.1,74.5,2
12.3,2.3,1386,11.5,40.5,-0.6,11.7,75.7,2
17.1,0,1733,11.9,37.2,-0.66,11.8,82.9,2
0.9,-2,1774,4.3,40,-0.53,0.2,68.3,3
13.2,-0.1,1977,4.9,38.6,-0.45,7.1,75.2,4
20.6,-1.1,2374,2.2,34.7,-0.41,6.9,81.8,4
15.1,-0.2,2634,-15.5,24.4,-0.57,0.5,94.7,2
9.3,0.7,2839,-15.9,24.1,-0.72,4.3,99.9,2
16,2,3216,-7.4,19.5,-0.6,4.6,93,3
15.5,0.2,3965,-9.6,16.8,-0.8,4.9,94.6,3
15.1,-3.2,4813,-12.4,27.5,-0.57,3.8,93.7,3
-0.8,-5.1,4440,-5.5,31.2,-0.69,0,75.3,3
-11.2,-3.9,4365,-5.6,39.3,-0.73,3.1,95.7,3
3.6,-2.6,4753,-8.7,40.4,-0.76,3.1,74.7,3
8,-0.2,4104,6.2,11.7,0.73,6.4,85.8,12
13.1,1.3,4836,4.7,10.6,0.64,7.9,91,12
20.7,8.8,5295,15.7,7.4,0.66,11.3,88.5,12
16.5,12.6,5327,19.2,6,0.51,8.5,86.3,12
13.6,5.5,5675,18.4,5.7,0.58,8.2,93.8,12
13,-6.3,5685,7.8,7.6,0.55,13.7,102.6,12
-4.7,-12.3,5100,-5.2,17.9,0.54,5.8,85.9,12
29.1,-6.7,6850,0.3,19.3,0.52,7.4,78.9,12
12,-0.2,7531,-0.2,18.8,0.53,9.2,94.5,12
15,-5.7,3041,0.8,59.9,0.18,9.3,27.1,3
14.2,-3.3,3610,1.8,56,0.07,7.6,29,4
10.6,-3.4,4742,1.6,56.4,-0.1,5.7,26.6,5
10.4,-3.4,5795,1.3,56.4,-0.16,3.1,25.8,6
12.3,-2,7201,0.1,58,-0.13,4.5,25.2,7
13.9,-1.9,8633,-1.7,57.4,-0.02,5.9,27.1,7
6.8,-3.2,8384,-1.5,60.9,0.02,4.3,22.1,8
16.4,-2.8,10993,-2.2,53.4,0.07,5.9,22.8,8
9.9,-2.9,12594,-2.1,54.2,-0.01,6.5,24.5,9
7.9,-0.4,2642,-5.3,44.4,0.11,5.6,107.4,6
11.2,1.9,3249,-6.4,37,0.19,4,115.3,7
14.2,1,3733,-11.6,27.5,0.19,6.5,96.2,7
13.8,1.9,4313,-17.6,21.6,-0.01,6.5,140,8
16.2,1.2,5498,-25.2,17.2,0,12.5,138.6,8
15.1,1.7,6798,-23.1,13.7,-0.05,7.8,136.9,8
-1.4,-4.3,6403,-8.9,14.6,0.06,0.6,103.8,8
3.2,-3.1,6335,-1.5,16.2,0.01,4.5,116.7,8
6.8,-2,7286,0.1,16.3,0.01,2.8,133,9
17.4,-2.9,632,-5.6,31.2,-0.86,10.8,138.3,3
19.8,-3.1,749,-10.2,27.9,-0.95,12.5,133.3,3
2.6,-8.4,744,-8.9,29,-0.8,5.3,122.9,3
9.2,-7.5,795,-7.8,30.3,-0.82,3.1,113.6,3
10.7,-7.5,897,-9.3,30.5,-0.75,4.9,113.6,3
5.3,0.5,28028,1.1,66.8,2.01,2.1,70.2,17
6.5,1.6,31821,2.3,62.5,1.96,2.1,70.5,17
6.5,2.5,36030,1.9,59.5,1.91,2.1,70,17
5.3,2.8,40211,1.4,57.1,1.93,1.8,68.3,17
5.4,2.6,44279,0.8,53.5,1.77,2.5,66.5,17
5.1,0.9,46296,0.1,57.7,1.79,1.2,67.2,17
-4.9,-3.1,40587,-3,68.4,1.83,1.3,58.4,17
6.4,-3.3,47354,-3.6,69.2,1.86,2.4,59.9,17
5.9,-2.5,51650,-3,69.9,1.85,2.3,62.5,17
5.4,2.7,54420,-21.2,7.3,1.25,1.6,104.9,14
7.7,-1.5,57536,-22,8,1.24,1.7,99,14
0.8,-5.6,57991,-20.9,13.4,1.27,3.9,105,14
-4.9,-8.1,54190,-20.3,20.3,1.24,-1.3,99.8,14
-2.8,-3.6,52674,-20.5,24.1,1.23,0.3,104.3,14
1.8,-3.2,52695,-21.8,24.5,1.22,1.9,107,14
8.9,-0.4,4783,-1.1,12.6,1.24,1.1,67,10
15,2.1,6172,2.6,10.3,1.2,2.4,70.2,10
13.8,4.4,7565,1.5,7,1.22,3.7,72.1,10
19.1,7.3,9412,4.6,5,1.13,2.6,73.5,12
10.3,7.8,10428,4.1,3.9,1.27,7.8,77.2,12
3.8,3.9,10715,-3.2,4.9,1.18,7.1,81,12
2.8,-4.4,10158,2,5.8,1.15,-1.5,66.8,13
15.1,-0.5,12727,1.5,8.6,1.18,3,69.8,14
9.4,1.3,14563,-1.3,11.1,1.17,4.4,72.7,14
13.4,-2.1,1281,2.6,19.7,-0.04,3.2,56.6,12
17.7,-1.3,1499,3.5,17.8,0,2.4,65.1,12
16.4,-1.2,1752,5.8,16.8,-0.09,1.6,67.8,12
18.8,-0.7,2126,8.3,25.4,0.12,2.8,68.7,12
19.6,0.6,2652,10.1,29.9,0.22,6.5,68,13
18.5,-0.4,3421,9.3,27.6,0.19,1,62.1,13
10,-2.2,3808,4.8,33.8,0.13,1.9,48.3,13
16.3,-1.7,4449,4,34.1,0.12,4.6,54.8,14
15.5,-1.2,5360,1.9,30.8,0.12,4.1,55.3,14
11,-4.1,2263,-1,42.6,-0.14,6.4,36.5,6
13,-3.7,2769,-0.8,38.9,-0.14,5.5,35.9,6
10.5,-4.2,3419,-1.3,39.1,-0.16,4.8,35.6,6
12.9,-3.1,3748,-1.8,37.5,-0.1,4.5,38.2,6
12.3,-2.8,4733,-2.9,32.9,-0.03,5.7,36.3,6
11.4,-1.7,5536,-2.8,33.3,-0.01,7.6,38.1,7
5.1,-3.7,5243,-2.1,35,-0.02,1.9,34.3,7
8,-3.5,6314,-3.1,34.9,0.14,3.1,33.7,7
14.1,-2,7309,-3,33.4,0.24,3.7,38.7,8
15.2,-2.4,4211,-5,40,0.26,9.8,95.2,7
16.6,-2.5,4390,-4.3,41.1,0.24,13.1,95.7,7
17.1,-1.9,4633,-4.9,37.5,0.15,14.1,102.5,7
20.7,-0.8,5141,-4.5,33.3,0.11,9.4,104.4,7
18.1,0.6,5911,-6.3,27.5,0.2,10.8,102.2,7
15.5,0.2,6598,-9.3,24.7,0.27,13.9,100.6,7
7.3,-3.4,6400,-2,27.2,0.33,4.1,84,7
13.3,-5.2,7791,-3.5,29.1,0.32,5.8,79.1,8
8.7,-4.1,8680,-5.4,30.7,0.35,4.7,79.8,8
9.6,-4.7,7690,-6.1,35.4,0.38,1.7,92.8,8
8.1,-3.4,9237,-4.3,37.6,0.47,2.7,92.1,8
7.8,-2.8,10090,-5.5,38.2,0.48,3.7,90.9,8
9.1,-2.6,11229,-6.5,35.4,0.57,2.1,92.4,8
9.4,-2.1,13376,-7.3,32.9,0.48,5.8,91.8,8
7.9,-1.3,15694,-8.7,29.3,0.58,2.8,91.9,8
-4.3,-4.2,14044,-4.9,35.8,0.61,2,76.7,8
-1.5,-5.1,13331,-1.5,42.6,0.62,1.8,79.9,8
2,-5.2,14032,-0.7,47.2,0.55,2.1,84.6,8
11.6,-4.6,4092,0.3,17.8,-0.54,3.7,39.4,1
23.7,-3.2,5056,-0.4,17.6,-0.33,5.7,37.2,1
11.1,-3.2,5616,0.7,19.1,-0.2,2.8,38,1
3.8,-6.9,5829,-4.7,25.3,-0.22,-0.1,44.9,1
2.4,-4.8,5972,0,29.5,-0.25,-0.1,32.4,1
3.1,-3.5,6161,2.5,32.2,-0.24,1.6,39.9,1
5,-3.4,6470,1.2,34,-0.26,2.5,35.2,1
6.8,-6.6,13178,-2.3,69.6,1.1,2.5,96.3,12
7.7,-4.1,15327,-5,71.6,1.18,4.2,99.1,12
7,-2.5,16156,-5.9,70.8,1.18,2.2,99.8,12
7.7,-1.2,17288,-7,65.4,1.32,1.6,99.9,12
9.7,3.5,20410,-11.8,58.8,1.43,3.9,102.7,13
8.4,0.9,23427,-15.6,48.9,1.52,2.1,102.8,14
-1.8,-6.1,21533,-10.7,58.5,1.4,2,87.4,14
3.3,-5.3,20926,-9.8,61.3,1.5,1.6,90.1,14
3.3,-6.3,22410,-4.7,71.1,1.53,3.9,90.9,8
4.7,-6.7,9336,-6.1,28.6,0.89,1,119.4,13
9,-2.8,11157,-5,28.9,0.91,2.8,125.1,13
6.4,-3.2,12707,-0.9,28.4,0.97,2.2,126.1,13
7.6,-2.4,14449,-2.1,28.3,1.06,1.7,130.9,13
9.2,-0.7,17464,-4.4,27.9,0.9,5.4,133.8,13
5.1,-2.2,21625,-2.1,28.7,1,3.6,126.5,13
-2.3,-5.8,18803,-2.5,34.2,0.98,1,113.9,13
0.8,-4.8,18869,-3.8,37.9,1,2.3,129.8,13
0.9,-3.3,20585,-2.8,41,1.02,2.4,141.6,13
2,-0.1,39443,3.4,47.2,2.16,1.2,84.4,17
4.7,1.9,45282,3,45.1,2.34,0.9,85.8,17
5.4,5,47547,4.3,37.8,2.14,2.2,93.1,17
5.6,5,50462,3,32.1,2.25,1.7,101,17
3.9,4.8,57021,1.4,27.1,2.34,2.4,102.2,17
3.4,3.3,62597,2.9,33.4,2.23,2.4,106.3,17
-5,-2.8,56226,3.4,40.7,2.29,1.2,91.4,17
5.8,-2.7,56445,5.9,42.7,2.16,2.8,95.2,17
1.7,-2,59904,5.6,46.4,2.17,2.4,101.6,17
33.3,0.9,2245,5.1,28.1,-0.54,42.6,86.5,3
47.1,-0.8,2449,4.7,29.1,-0.64,28.7,83.9,2
12.2,-0.4,3606,-1.4,20.2,-0.55,7.4,65.5,2
16.6,-0.3,3806,-3.6,20.6,-0.54,5,68,2
14.7,0.2,4293,-5.3,18.3,-0.61,8.9,66.7,3
15.5,-4,4675,-10,24.5,-0.56,4.5,64.7,3
6.5,-3.3,4743,-5,28.4,-0.57,5.8,52.5,3
13.3,-2.9,5131,-8.5,28.7,-0.62,6.2,57.2,4
11.4,-2.4,5511,-8,29.3,-0.55,7.8,60.4,4
12.8,-0.9,2809,-1.3,36.4,-0.85,1.9,50.7,1
13.4,-0.4,3141,1.1,32.4,-0.92,3.1,56.1,1
12.8,-0.2,3491,3.7,26.5,-0.97,2.9,59.7,1
10.2,-9,1209,2.4,97.1,-0.3,3.2,46.2,7
16.2,-8.3,1149,4.3,89.6,-0.23,8.1,57.8,7
11,-8.4,1283,3.2,93.2,-0.39,8.8,63,7
14.7,-9.2,1506,1.6,90.4,-0.55,4.2,61.5,7
20.6,-7.5,1771,1.7,80.2,-0.45,11,65.1,7
20.2,-8,2160,0.5,70.2,-0.44,11.7,71.7,7
16.4,-6.9,2453,-2.3,72.9,-0.34,16.2,56.6,7
15.8,-8.3,2776,-2,73.2,-0.43,11.7,47.9,7
13.6,-9.8,2930,-2.6,76.6,-0.6,11.1,45.3,3
5.2,-3.7,2504,-4.7,40.5,-0.34,2.5,70,8
5,-2.4,2620,-4.1,40.7,-0.27,5.4,71.3,8
8.2,-3,2825,-3.6,39.8,-0.32,4.3,69.8,8
8.5,-2.9,3054,-4.1,40.5,-0.2,4.9,71.8,8
8.4,-2,3295,-6.1,39.1,-0.19,4.9,74.2,8
6.6,-3.2,3496,-7.1,40.4,-0.16,5.5,76.6,8
-3.6,-5.7,3354,-1.5,50.3,-0.02,-0.2,61.9,7
3.7,-4.3,3458,-2.7,51.7,0.01,2.1,68.8,7
7.8,-3.9,3709,-4.6,52,-0.11,5.1,74.6,6
12.1,1.7,7285,-11.3,5.6,0.93,1.1,145.9,13
11.1,1.6,8925,-11.3,5,0.97,5,153.2,13
15.5,1.6,10340,-10,4.6,0.99,3.6,161.9,13
19.8,2.5,12515,-15.3,4.4,1.17,5.1,155.6,13
20,2.4,16416,-15.9,3.7,1.07,9.6,143.4,13
1,-2.9,17808,-9.2,4.5,1.19,7,146.1,13
-15.2,-2,14306,3.4,7.2,1.13,-1.7,124.4,13
4.1,0.2,14180,2.9,6.7,1.22,5.7,152.1,13
11.4,1.2,16568,2.1,6.2,1.2,3.7,179.1,13
9,-5.8,2834,-2.3,48.6,-0.22,4.2,119.1,6
7.7,-3.1,3330,-9.3,48.2,-0.43,3.3,116.7,6
7.6,-3.3,3655,-10.1,47.7,-0.11,2.7,118.3,6
5.6,-2.9,3747,-19.4,53.5,-0.13,3.1,119.2,6
2.1,-2.1,4077,-14.2,49.9,-0.45,4.3,111.5,6
5.5,0.5,4303,-18,49.9,-0.76,6.6,125.8,6
-1.1,-4.1,3432,-8.1,54.8,-0.92,6.8,106.4,4
8.1,-2.1,3747,-12.9,54.7,-0.73,5,117.6,4
8.8,-1.4,4322,-7,53,-0.71,7.7,120.4,4
1.3,2.5,31553,4.8,44.5,2.26,1.2,70.6,17
4.6,2.3,36190,6.2,44.4,2.21,0.1,73.2,17
3.4,2.7,37330,3.4,41.7,2.16,1.1,79.5,17
5.3,4.1,39496,4.2,39.7,2.12,1.2,86.3,17
8.5,5.3,46571,4.3,35.2,1.96,1.9,86.6,17
3.2,4.3,51345,2.6,34,2.04,3.4,90,17
-7.2,-2.7,44939,1.8,43.6,2.23,1.8,73.1,17
3.8,-2.8,44204,1.5,48.7,2.24,2.8,79.3,17
